F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
3.24,-13.29,45,9.36,-4.32,16.05,14.37,-56.98,-798.72,20,11.85,-40.34,9.3,-0.37,5.59,False
4.83,-20.31,245,19.4,-3,17.55,16.77,-56.98,-788.72,20,12.99,259.66,7,-2.53,3.56,False
-18.57,-26.76,8,12.58,-7.48,2.01,10.4,-30.98,-442.72,2,-6.81,81.66,0.71,2.17,7.86,True
-7.74,-23.7,1,11.78,-7.27,4.65,10.14,-30.98,-428.72,2,-0.39,87.66,0.69,1.43,,True
-8.82,-24.12,35,15.62,-10.62,6.12,10.4,-34.98,-480.72,2,-1.38,77.66,0.81,2.87,,True
6.21,-8.82,295,11.14,-3.76,29.1,18.17,-56.98,-668.72,20,15,159.66,6.15,-3.83,6.53,True
-13.08,-24.93,29,11.34,-7.48,5.04,9.55,-30.98,-462.72,2,-9.75,61.66,0.78,1.61,5.53,False
-8.25,-23.94,0,11.8,-7.28,4.71,10.38,-24.98,-416.72,2,0.57,131.66,0.11,5.79,,True
-9.93,-24.6,38,14.36,-7.2,5.1,10.4,-32.98,-486.72,2,0.63,99.66,0.54,5.62,5.88,False
-3.21,-24.03,25,11.34,-3.04,31.2,17.52,-36.98,-838.72,20,7.74,239.66,6.55,-3.24,,True
-11.43,-25.77,16,14.32,-7.66,0.42,10.08,-30.98,-434.72,2,0.12,71.66,0.7,1.42,5.53,False
1.44,-10.38,275,10.42,-4.97,25.95,17.82,-76.98,-698.72,20,12.57,59.66,5.9,-1.56,6.82,True
-10.02,-26.13,42,13.52,-7.24,0.12,10.25,-30.98,-440.72,2,-3.87,75.66,0.64,1.73,,True
2.61,-14.16,55,11.32,-3.46,34.5,15.47,-36.98,-538.72,20,11.22,239.66,5.4,-1.01,4.46,False
-10.62,-30.21,13,11.36,-7.88,5.73,10.05,-34.98,-494.72,2,-3.33,93.66,0.65,1.75,,True
-10.26,-31.59,18,12.84,-7.58,1.2,10.38,-34.98,-444.72,2,-3,81.66,0.18,1.18,5.22,False
-8.34,-32.58,10,13.66,-7.68,5.76,10,-34.98,-476.72,2,-1.05,95.66,0.55,1.41,,True
6.36,-11.37,310,14.52,-2.58,35.7,17.42,-36.98,-828.72,20,11.46,219.66,7.05,-2.79,5.76,False
0.09,-9.48,255,12.28,-2.45,45.75,15.82,-36.98,-518.72,20,15.36,269.66,9.1,-3.39,,True
-15.81,-30.51,7,10.54,-7.94,4.77,9.88,-34.98,-436.72,2,0.42,69.66,0.89,1.94,,True
-7.98,-24.42,15,11.2,-9.9,4.47,10.32,-34.98,-492.72,2,-4.26,95.66,0.23,1.59,7.12,True
-8.67,-28.44,51,13.3,-7.36,3.24,10.47,-26.98,-434.72,2,-0.03,105.66,0.52,2.72,,True
-2.73,-18.48,150,11.96,-3.24,17.7,14.97,-36.98,-638.72,20,8.16,129.66,7.8,-2.71,5.8,False
2.1,-9.93,215,13.52,-3.41,32.85,16.17,-36.98,-708.72,20,3.99,169.66,9.9,-0.99,,True
3.81,-18.66,350,10.3,-4.28,16.05,17.02,-76.98,-688.72,20,11.07,-40.34,6,-2.96,4.97,False
-10.14,-30.48,3,10.66,-7.32,5.64,10.14,-30.98,-430.72,2,0.15,75.66,0.51,1.18,6.12,True
-9.63,-23.7,50,18.86,-12.19,0.93,10.48,-30.98,-472.72,2,-2.94,79.66,0.73,2.12,,True
3.57,-9.9,165,14.34,-4.21,23.25,14.82,-56.98,-608.72,10,15.87,279.66,9.6,-2.75,,True
-2.82,-12.66,90,8.9,-3.49,15.75,16.72,-56.98,-838.72,20,6.33,-50.34,5.9,-2.1,4.69,False
4.77,-9.75,335,12.86,-2.92,25.8,17.57,-36.98,-728.72,20,12.15,169.66,7.3,1.47,,False
3.72,-12.27,120,12.02,-2.98,15.15,15.32,-56.98,-708.72,20,5.88,219.66,9.3,-2.13,,False
1.95,-27.81,270,10.32,-6.6,15.15,14.62,-76.98,-588.72,20,5.85,59.66,6.15,-2,,False
-2.52,-13.56,360,8.76,-3.49,42.6,15.27,-56.98,-818.72,20,10.8,-40.34,8.7,-2.07,,False
8.85,-8.61,265,12.52,-3,22.2,18.87,-36.98,-448.72,20,17.31,179.66,6.55,-2.73,,True
5.73,-13.92,165,13.76,-7.33,17.85,15.32,-56.98,-448.72,20,14.7,289.66,7.7,-3.24,,False
-4.23,-15.39,180,12.04,-5.05,21.75,14.97,-36.98,-818.72,20,4.65,179.66,6.2,-1.51,4.13,False
-11.94,-23.55,71,12.48,-7.88,1.68,10.22,-34.98,-440.72,2,-7.5,81.66,0.77,4.32,,True
6.12,-16.11,195,9.96,-5.58,16.05,15.37,-56.98,-518.72,10,3.12,-90.34,5.7,-2.86,,True
1.71,-14.61,80,8.96,-3.91,30.75,15.12,-46.98,-648.72,20,8.55,89.66,6.8,-2.29,5.34,False
6.03,-14.91,65,11.42,-2.88,27.45,15.07,-56.98,-518.72,20,12.9,129.66,8.65,-3.19,6.88,True
-7.56,-23.61,72,15.3,-7.43,3.66,9.98,-34.98,-414.72,2,0.27,67.66,0.82,1.97,5.63,True
-13.92,-26.43,13,11.46,-8.76,2.43,10.07,-34.98,-436.72,2,-0.18,81.66,0.47,1.76,7.02,True
-11.07,-24.27,15,17.02,-10.33,4.32,9.99,-26.98,-448.72,2,-16.23,113.66,0.63,1.26,,False
2.46,-15.87,305,11.46,-5.28,37.65,15.02,-36.98,-668.72,20,11.37,119.66,7.4,-1.14,4.95,False
4.59,-19.02,120,12.22,-3.9,23.85,15.52,-36.98,-588.72,20,12.06,259.66,7,-2.93,5,False
-7.86,-30.21,2,11.52,-8.03,3.42,10.11,-30.98,-410.72,2,-1.41,125.66,0.38,1.33,5.1,False
-21.36,-32.04,39,16.84,-7.26,3.57,10.31,-30.98,-480.72,2,0.24,127.66,0.38,1.38,5.81,True
-9.3,-31.41,33,12.58,-7.8,0.27,10.37,-34.98,-480.72,2,-0.03,77.66,0.94,2.59,,True
1.92,-20.16,90,10.6,-4.96,18,15.12,-56.98,-658.72,20,5.49,129.66,6.5,-1.49,,False
-12.93,-25.14,5,14.56,-7.82,2.88,9.92,-30.98,-460.72,2,-3.87,67.66,0.94,1.59,,True
1.05,-17.97,300,12.9,-3.95,17.25,15.22,-56.98,-738.72,20,8.94,239.66,6.6,2.59,5.2,False
4.77,-14.34,20,13.26,-3.85,15.15,15.72,-56.98,-818.72,20,11.7,79.66,8.6,-2.67,,True
-8.88,-23.31,51,13.88,-8.08,4.56,10.33,-34.98,-498.72,2,-1.65,79.66,0.87,1.43,,True
-8.55,-27.21,64,14.88,-9.14,0.57,10.21,-34.98,-422.72,2,-0.66,89.66,0.8,1.23,,True
-8.1,-26.94,75,12.18,-7.31,2.31,10.34,-30.98,-444.72,2,0.66,67.66,0.67,1.75,,True
-11.31,-23.7,76,11.72,-8.44,3.3,10.27,-34.98,-474.72,2,-1.5,65.66,0.9,2.65,6.48,True
-8.49,-26.61,0,12.38,-8.13,3.69,9.97,-28.98,-442.72,2,-3.12,109.66,0.41,1.87,,False
4.08,-13.29,135,9.08,-3.38,36.3,15.17,-36.98,-648.72,20,5.01,129.66,7.45,-1.68,5.08,False
4.08,-12.72,255,15.7,-3.5,27.6,15.17,-36.98,-628.72,20,7.98,99.66,7.1,0.01,,False
-9.21,-25.35,16,12.28,-7.28,5.52,10,-34.98,-414.72,2,-1.11,75.66,0.79,1.61,8.14,True
-1.5,-14.85,305,16.8,-2.91,27.45,15.62,-36.98,-838.72,20,9.84,269.66,9.75,-3.24,,False
-1.65,-8.64,250,10.56,-2.27,22.8,18.52,-76.98,-508.72,20,16.56,39.66,5.95,-3.12,,True
0.33,-18.48,265,11.42,-3.8,40.05,15.72,-76.98,-698.72,20,10.38,69.66,5.8,-0.84,,False
-9.3,-26.34,46,17.82,-7.42,3.33,10.18,-34.98,-494.72,2,-12.54,93.66,0.61,1.23,,False
-8.64,-24.18,27,11.36,-8.18,2.16,9.79,-34.98,-428.72,2,-3.84,79.66,0.92,4.05,,False
3.15,-12.69,330,14.68,-3.66,33.3,15.62,-36.98,-858.72,20,7.83,249.66,9.45,-2.99,4.36,False
-15.24,-25.86,52,12.38,-9.19,5.58,10.11,-34.98,-446.72,2,-1.14,89.66,0.72,1.32,7.28,True
-9.51,-23.94,8,11.58,-7.37,4.89,10.39,-30.98,-474.72,2,-7.98,69.66,0.31,2.83,,True
6.15,-15.96,340,15.82,-2.74,35.1,15.97,-56.98,-558.72,20,14.76,-20.34,7.85,-3.14,,True
-13.17,-25.68,5,13.06,-7.5,0.12,10.29,-30.98,-426.72,2,0.42,77.66,0.35,1.24,5.26,True
4.29,-10.74,50,12.38,-3.41,17.25,15.92,-36.98,-638.72,20,12.06,119.66,7,-3.08,,False
-14.58,-36.6,34,13.14,-8.54,2.43,10.39,-30.98,-454.72,2,-0.18,133.66,0.78,1.48,,True
-8.13,-29.16,16,15.64,-8.75,0.81,9.99,-34.98,-434.72,2,0.27,85.66,0.24,2.1,,False
4.59,-10.5,55,11.58,-3.14,23.55,14.97,-56.98,-648.72,20,9.81,-0.34,9.05,-1.79,4.88,False
-15.45,-26.13,23,14.32,-8.6,6.09,9.99,-26.98,-448.72,2,-10.02,105.66,0.02,3.78,5.59,False
-9.66,-25.86,50,12.2,-7.37,1.32,10.34,-34.98,-422.72,2,-0.84,97.66,0.4,1.92,6.7,True
-9,-26.34,34,12.9,-7.27,3.06,10.27,-30.98,-458.72,2,-0.51,85.66,0.38,1.92,,False
-20.07,-28.23,36,13.88,-7.64,4.89,9.72,-30.98,-426.72,2,-6.36,107.66,0.74,1.36,,False
2.94,-12.54,355,11.44,-2.85,32.85,16.52,-56.98,-638.72,20,12.54,79.66,5.95,-3.08,5.49,False
0.21,-18.21,50,15.74,-3.2,28.8,15.57,-56.98,-848.72,20,11.79,239.66,8.6,-2.96,4.75,False
0.06,-13.71,350,13.76,-4.2,15.3,15.72,-56.98,-828.72,20,11.88,-0.34,8.15,-2.8,,False
-17.49,-25.77,2,18.22,-7.62,4.02,9.48,-30.98,-472.72,2,-1.35,67.66,0.41,3.94,4.74,False
4.2,-11.37,120,12.22,-3.61,23.85,15.12,-36.98,-648.72,20,10.23,209.66,7.9,-1.99,,False
-7.47,-23.13,45,14.78,-7.54,4.68,10.33,-34.98,-424.72,2,1.05,97.66,0.89,1.94,,True
1.71,-13.89,30,12.88,-3.65,16.8,15.57,-36.98,-708.72,20,9.6,279.66,6.95,-0.34,,False
3.03,-13.8,45,11.62,-4.18,34.35,16.27,-36.98,-868.72,20,11.88,209.66,7.95,1.02,5.19,False
-11.22,-23.97,10,12.94,-7.73,3.42,9.96,-28.98,-468.72,2,-6.9,99.66,0.83,3.34,,False
3.81,-11.31,280,10.7,-4.88,28.35,15.42,-56.98,-808.72,20,12.42,129.66,8.4,-1.04,4.53,False
-13.32,-28.17,4,12.46,-7.56,4.56,9.94,-30.98,-442.72,2,-2.4,89.66,0.13,2.45,,False
5.94,-8.64,205,13.74,-3.74,24.9,16.87,-36.98,-698.72,20,12.72,219.66,10,-2.59,6.21,True
0.87,-13.08,265,14.88,-2.95,36.45,16.82,-36.98,-718.72,20,11.97,269.66,5.8,-1.5,5.23,False
-11.91,-26.94,43,11.6,-7.72,5.01,9.93,-30.98,-450.72,2,-2.7,73.66,0.46,2.73,,False
1.59,-10.89,185,8.58,-2.86,31.05,15.17,-56.98,-408.72,20,8.58,19.66,6.8,-1.34,,True
-5.52,-14.76,295,16.6,-4.21,42.9,14.57,-36.98,-518.72,20,1.17,269.66,5.2,1.09,,False
0.93,-9.66,195,12.28,-2.67,20.85,18.47,-36.98,-588.72,20,15.42,109.66,8.35,-2.28,,True
5.61,-9.54,150,13.54,-2.95,41.7,15.37,-36.98,-508.72,20,8.64,229.66,7.95,-3.18,,True
-2.22,-15.87,335,16.92,-4.08,16.95,14.82,-36.98,-768.72,20,8.4,139.66,7.6,-0.73,,False
-14.37,-28.26,36,13.04,-7.68,4.68,10.35,-30.98,-490.72,2,0.36,117.66,0.43,1.51,,False
3.84,-13.56,85,9.16,-3.58,31.95,17.17,-56.98,-858.72,20,9.6,259.66,5.15,-1.96,,False
-1.14,-14.58,185,8.44,-4.87,39.45,14.17,-56.98,-648.72,20,6.63,-90.34,7.4,-1.8,4.74,False
-8.73,-26.22,72,18.66,-8.58,5.91,10.22,-30.98,-478.72,2,-0.99,77.66,0.91,2.69,7.31,True
-9.51,-28.32,26,11.66,-8.44,4.92,10.3,-34.98,-472.72,2,-2.43,95.66,0.04,3.3,,False
-9.75,-27.15,19,12.08,-7.45,4.5,9.83,-30.98,-458.72,2,0.06,113.66,0.46,1.64,5.94,False
-10.98,-26.1,11,14.14,-7.75,1.02,9.89,-34.98,-456.72,2,-0.3,83.66,0.88,1.68,,False
-12.42,-23.85,27,14.82,-7.56,2.43,10.03,-34.98,-420.72,2,-3.84,67.66,0.04,1.47,5.57,False
7.68,-10.98,370,19.32,-3.96,19.35,18.77,-56.98,-838.72,20,13.41,39.66,8.25,-3.39,4.99,True
-20.67,-27.06,17,14.7,-9.54,4.38,9.72,-30.98,-488.72,2,-10.65,77.66,0.36,1.77,,False
-9.21,-33.54,29,12.76,-7.24,3.06,10.02,-26.98,-474.72,2,-0.03,117.66,0.97,2.36,,True
-15.63,-32.55,19,12.56,-8.66,5.4,9.93,-30.98,-488.72,2,-2.88,97.66,0.52,2.03,,False
2.16,-11.73,125,8.96,-4.66,25.35,14.82,-76.98,-708.72,20,6.84,-90.34,8.55,-2.03,,False
4.83,-11.16,235,13.04,-5.17,23.85,17.62,-36.98,-478.72,20,14.13,259.66,6.4,-1.55,,False
3.69,-14.16,70,9.68,-8.06,26.25,14.52,-36.98,-448.72,20,12.33,169.66,7.2,-1.2,4.53,False
7.95,-7.98,330,14.7,-5.88,45.75,19.22,-36.98,-738.72,20,14.22,159.66,6.2,-3.35,,True
8.04,-8.04,215,15.08,-3.72,23.1,18.17,-36.98,-648.72,20,15.24,159.66,9.05,0.12,6.04,True
-12.99,-25.74,15,11.8,-7.51,4.56,10.38,-30.98,-494.72,2,-1.74,115.66,0.78,2.81,,True
-13.29,-27.54,7,11.92,-11.34,3.54,10.23,-26.98,-452.72,2,-3.75,141.66,0.91,0.99,,True
6.72,-10.47,345,13.74,-2.64,20.55,15.47,-36.98,-608.72,20,10.44,259.66,9.45,-3.04,,False
-8.85,-26.16,2,12.24,-9.53,3.54,10.21,-30.98,-418.72,2,-0.45,75.66,0.19,2.78,6.81,True
-9,-24.96,23,12.24,-14.35,3.15,9.73,-30.98,-478.72,2,-0.27,71.66,0.62,2.03,,False
4.86,-21.03,345,11.7,-3.3,22.65,17.67,-76.98,-798.72,20,10.59,-20.34,5.85,-2.87,,True
-21.27,-29.97,42,12.6,-9.31,6,10.14,-34.98,-426.72,2,-4.59,91.66,0.77,1.89,5.52,True
7.92,-14.19,340,15.28,-2.24,28.5,17.62,-36.98,-558.72,20,16.23,279.66,8.85,-4.31,4.77,False
5.13,-15.42,110,10.66,-3.95,18.75,17.37,-56.98,-808.72,20,12.63,239.66,6.5,-0.05,5.43,False
-1.41,-20.22,240,13.72,-3.82,23.7,15.57,-56.98,-468.72,20,11.97,69.66,5.3,-2.27,5.02,False
-9.03,-23.22,12,17.14,-7.49,6.24,10.23,-30.98,-444.72,2,0.12,97.66,0.69,1.73,,True
1.14,-11.94,210,9.56,-5.85,18.75,17.77,-76.98,-818.72,20,13.29,79.66,7.4,0.32,5.98,True
6.12,-16.83,305,12.4,-3.16,18.3,18.92,-56.98,-428.72,20,15.93,119.66,6.25,-2.61,,True
-11.46,-24.15,25,19.22,-10.87,4.62,9.85,-26.98,-422.72,2,-4.56,101.66,0.67,2.15,,False
0.21,-11.85,290,12.16,-3.57,26.4,14.97,-56.98,-508.72,20,14.07,-20.34,8.35,-3.27,7.23,True
-13.11,-25.08,12,12.56,-8.18,0.84,10.33,-26.98,-480.72,2,-0.12,103.66,0.84,2.11,6.78,True
-8.37,-23.7,13,12.86,-9.82,3.45,10.07,-34.98,-492.72,2,-2.76,77.66,0.93,1.88,6.05,True
-13.2,-23.76,5,11.64,-9.15,4.2,10.38,-30.98,-442.72,2,-1.26,139.66,0.32,1.2,6.21,True
-7.83,-26.34,8,11.6,-7.56,5.49,10.32,-34.98,-496.72,2,-5.49,87.66,0.52,1.88,,True
6.84,-11.01,370,9.28,-2.57,25.95,17.42,-76.98,-488.72,20,15.09,-80.34,6.65,-3.98,,True
-1.71,-21.9,205,10.18,-5.34,41.25,14.12,-76.98,-848.72,20,5.61,69.66,8.1,0.45,,False
-7.8,-23.76,10,14.14,-7.38,5.31,9.9,-26.98,-434.72,2,-3.12,101.66,1.02,3.72,6.46,True
-14.34,-24.75,18,16.2,-9.14,4.77,9.74,-34.98,-440.72,2,-4.23,85.66,0.22,1.83,5.77,False
-12.93,-26.73,8,11.96,-7.72,4.53,9.93,-30.98,-464.72,2,-4.5,83.66,0.88,1.22,6.11,True
-5.13,-9.63,325,13.96,-3.16,20.4,14.87,-56.98,-558.72,20,11.55,-50.34,9.15,-3.43,5.36,False
5.37,-14.55,380,15.32,-4.35,21.45,15.07,-46.98,-488.72,20,15.24,89.66,9.85,-3.83,5.1,False
5.76,-14.97,210,8.76,-3.79,23.7,16.12,-76.98,-838.72,20,11.28,-60.34,8.75,-2.51,7.39,True
-7.98,-26.82,13,10.84,-7.71,4.71,10.02,-34.98,-476.72,2,0.48,91.66,0.76,1.44,,True
-8.25,-17.34,85,10.44,-5.51,20.85,14.37,-56.98,-668.72,20,7.26,199.66,6.7,-1.84,5.24,False
1.98,-18.75,25,12.02,-5.21,20.85,14.87,-56.98,-638.72,20,12.12,199.66,7.4,-1.84,,False
-1.35,-20.76,40,11.58,-8.75,41.85,14.52,-56.98,-828.72,20,1.08,159.66,5.9,3.54,,False
-12.9,-25.8,8,12.38,-9.51,0.51,9.97,-34.98,-424.72,2,-6.21,75.66,0.54,3.84,,False
-3.78,-14.97,155,9.2,-4.18,40.05,15.17,-56.98,-748.72,20,6.96,-50.34,6.15,-0.76,4.42,False
1.38,-14.97,190,13.36,-6.31,33.15,14.47,-36.98,-628.72,20,10.2,269.66,8.3,-2.63,3.29,False
8.16,-7.86,330,16.14,-3.18,18,19.12,-36.98,-478.72,20,14.1,219.66,7,-3.54,,False
